SKU_ID,Product_Name,Category,Pack_Size_g_ml,MRP,Selling_Price,Current_Inventory,Days_Until_Expiry,Days_In_Warehouse,Sales_Last_7_Days,Sales_Last_30_Days,Storage_Space_Used_Liters,Was_Discounted,Discount_Percentage,Sold_Before_Expiry,Seasonal_Demand_Flag
b015d357,Prince Storage Box,Plasticware & Storage,1500,519.91,347.71,469,999,53,94,405,18338.86,False,0.0,True,True
071628e3,Tide Detergent,Home Cleaning,50,1034.93,941.02,625,999,87,8,154,378.59,True,37.36,True,False
e9525b63,Dettol Soap,Personal Care,5000,190.92,165.3,302,999,50,206,508,24234.93,False,0.0,True,False
98223ea7,Nilkamal Drawer,Plasticware & Storage,1000,602.83,541.82,568,999,112,410,461,13573.66,True,15.38,True,False
cdda5553,Haldiram's Bhujia,Snacks & Packaged Foods,500,1036.05,706.46,137,21,47,13,142,1624.34,True,33.52,True,True
4de14d27,Govardhan Ghee,Dairy & Eggs,5000,766.57,519.04,231,19,49,60,213,30746.27,True,16.98,True,False
8681bcd0,Red Bull,Beverages,50,824.05,642.81,669,25,36,328,903,1214.9,False,0.0,True,True
4ccd916c,Exo Dishwash Liquid,Home Cleaning,5000,387.25,384.94,595,999,24,60,381,58255.73,True,16.24,True,True
7ac911ea,Mee Mee Teether,Baby & Kids,200,346.76,261.48,691,24,32,144,832,4912.42,False,0.0,True,False
c89fc7bc,Pigeon Feeding Bottle,Baby & Kids,1000,37.04,36.38,6,15,108,3,9,81.68,True,39.22,True,False
c5d92295,Aavin Butter,Dairy & Eggs,200,1036.25,837.86,70,27,100,47,92,480.95,False,0.0,True,False
a73d9576,Milky Mist Cream,Dairy & Eggs,5000,1198.1,841.95,270,23,1,72,155,46566.76,False,0.0,True,True
0e564acc,Frooti Mango Drink,Beverages,50,846.45,717.49,500,14,58,236,313,399.71,False,0.0,True,True
97b6081d,Natureland Organic Poha,Staples & Dry Goods,2000,98.07,79.88,67,11,24,51,62,5122.4,False,0.0,True,False
7606648e,Chicco Baby Shampoo,Baby & Kids,1000,860.15,746.0,674,26,21,301,489,7084.2,True,30.9,True,True
4567ebf5,Mother Dairy Curd,Dairy & Eggs,100,745.65,535.74,57,20,11,26,50,111.9,True,23.3,True,False
266c0a13,Lifebuoy Handwash,Personal Care,100,70.37,56.11,718,999,91,277,533,1375.24,False,0.0,True,False
720ce6a5,Sebamed Baby Soap,Baby & Kids,500,665.0,575.98,500,10,87,386,621,7164.07,True,22.61,True,True
caceba79,Mother Dairy Curd,Dairy & Eggs,2000,458.31,328.27,137,27,96,77,188,10461.73,False,0.0,True,False
8d0c3546,Mee Mee Teether,Baby & Kids,200,739.29,585.26,737,2,6,267,737,2074.65,True,20.0,True,True
23f001b4,Organic Tattva Besan,Staples & Dry Goods,200,486.77,330.81,256,23,9,203,367,1367.86,False,0.0,True,False
42b2efc3,Pampers Diapers,Baby & Kids,2000,73.83,72.84,726,29,54,29,44,30603.63,False,0.0,True,True
794c829e,Rajdhani Sooji,Staples & Dry Goods,1000,44.23,42.08,524,27,105,174,696,19278.7,True,33.28,True,False
0634c8bd,Prince Storage Box,Plasticware & Storage,2000,496.39,392.42,488,999,98,212,459,37491.14,True,21.93,True,False
e915e7d7,Patanjali Soap,Personal Care,1000,345.6,342.44,434,999,27,364,667,9333.78,True,23.46,True,False
67b27216,Domex Disinfectant,Home Cleaning,50,413.86,296.09,696,999,91,118,495,1026.75,False,0.0,True,False
a9e833db,Vim Dishwash Bar,Home Cleaning,2000,385.46,342.04,644,999,109,228,721,25329.66,False,0.0,True,True
6c02cb70,Mee Mee Teether,Baby & Kids,100,461.47,377.56,410,26,20,346,354,678.42,True,17.22,True,True
c9741754,Pepsi Can,Beverages,50,1039.82,983.78,601,23,119,573,959,1010.27,False,0.0,True,False
bae64e02,Sebamed Baby Soap,Baby & Kids,5000,863.91,733.43,553,22,33,89,214,106079.46,False,0.0,True,False
011326a2,Nilkamal Drawer,Plasticware & Storage,200,725.69,659.55,136,999,21,92,142,968.46,False,0.0,True,True
30159ea5,Nivea Deodorant,Personal Care,5000,835.33,588.34,415,999,44,8,64,24738.52,False,0.0,True,True
5e42d387,Saffola Oats,Staples & Dry Goods,2000,1055.88,800.3,36,13,82,26,36,1349.42,False,0.0,True,True
d6795e28,Domex Disinfectant,Home Cleaning,50,937.59,631.83,460,999,31,416,435,909.5,True,36.93,True,False
decac508,Pepsi Can,Beverages,100,45.83,32.64,412,7,104,81,326,1057.02,True,9.53,True,False
16fa83c3,Amul Kool Kesar,Beverages,100,964.23,952.24,102,11,75,3,15,181.78,True,20.57,True,True
5621f241,Natureland Organic Poha,Staples & Dry Goods,2000,186.6,142.53,700,12,71,130,207,26411.38,True,9.98,True,True
cd19cd33,Balaji Wafers,Snacks & Packaged Foods,1500,707.35,662.03,44,24,75,1,13,2635.81,False,0.0,True,False
ceee2c30,Baby Dove Lotion,Baby & Kids,1500,792.14,671.02,451,6,4,192,314,18628.84,False,0.0,True,True
8c49d16c,Amul Cheese Slices,Dairy & Eggs,1000,1104.29,1042.19,339,8,87,29,321,9992.71,False,0.0,True,True
610d4102,Pril Liquid,Home Cleaning,50,946.39,701.25,288,999,114,3,46,254.37,True,18.46,True,False
39ada533,Heritage Paneer,Dairy & Eggs,200,882.2,737.04,252,17,58,10,19,1172.53,True,26.41,True,False
79716d3a,Sunfeast Dark Fantasy,Snacks & Packaged Foods,1500,976.49,827.62,446,27,17,97,107,18241.35,True,16.91,True,True
86096681,HomePuff Tiffin Box,Plasticware & Storage,500,1145.0,769.27,46,999,20,45,69,874.67,True,29.73,True,True
897f0148,Rin Detergent Powder,Home Cleaning,50,90.73,77.34,169,999,93,91,158,164.57,True,24.82,True,False
22689ec3,Baby Dove Lotion,Baby & Kids,100,1186.05,974.8,607,25,114,88,502,2105.21,True,6.7,True,True
1123a16d,Himalaya Face Wash,Personal Care,1000,1093.29,788.75,430,999,119,102,467,13717.56,True,17.4,True,False
a7c95d24,Bisleri 1L,Beverages,50,192.75,167.73,472,4,59,409,624,267.19,True,34.2,True,True
d74f6bdd,Bingo Chips,Snacks & Packaged Foods,500,983.6,692.15,343,29,68,234,406,3081.58,True,37.52,True,False
2c755b99,Patanjali Sugar,Staples & Dry Goods,50,342.97,238.43,320,3,99,153,440,564.39,True,10.26,False,False
eda01b0a,Sensodyne Toothpaste,Personal Care,500,487.07,476.81,240,999,45,44,209,4377.07,True,17.26,True,False
e2e2ce97,Daawat Brown Rice,Staples & Dry Goods,2000,461.34,445.7,661,30,61,367,743,48940.23,False,0.0,True,True
85f389d5,Britannia Rusk,Snacks & Packaged Foods,200,931.95,619.43,362,28,88,224,438,1117.06,True,24.99,True,False
c6874052,24 Mantra Organic Chana,Staples & Dry Goods,200,865.63,839.7,133,2,34,43,75,840.36,True,10.81,False,True
dc9b9208,Huggies Wipes,Baby & Kids,1500,43.75,42.98,644,19,14,592,794,36154.88,True,31.56,True,False
ed7a5972,Govardhan Ghee,Dairy & Eggs,1000,438.89,413.47,58,10,34,53,109,1740.37,False,0.0,True,True
59263619,Tata Sampann Moong Dal,Staples & Dry Goods,1500,905.43,819.74,675,28,111,188,274,31224.24,False,0.0,True,False
b46565df,Milky Mist Cream,Dairy & Eggs,1500,697.75,479.38,52,10,10,20,52,1435.69,True,9.91,True,False
2064d1ce,Dettol Soap,Personal Care,1000,1110.62,851.9,387,999,109,165,265,14757.35,True,28.75,True,True
13f7e5b3,Rin Detergent Powder,Home Cleaning,500,1009.73,894.79,600,999,98,232,712,4164.14,True,12.07,True,True
4aef4a40,Mother Sparsh Wipes,Baby & Kids,1000,537.12,416.3,374,2,118,195,269,8566.86,False,0.0,True,False
0cfb5106,Milky Mist Cream,Dairy & Eggs,200,606.22,598.7,52,9,61,3,37,243.51,True,24.08,True,True
0970e593,Pepsi Can,Beverages,1000,614.1,613.45,9,26,105,4,4,99.61,True,27.84,True,True
97c35f4c,Chicco Baby Shampoo,Baby & Kids,500,1033.65,727.01,5,16,65,0,2,70.58,True,10.87,False,False
5aeac2e9,Pril Liquid,Home Cleaning,500,523.12,418.76,490,999,27,341,460,7862.01,False,0.0,True,False
e1d607c4,Britannia Rusk,Snacks & Packaged Foods,500,505.29,346.09,139,4,99,9,106,1456.72,True,32.91,True,True
d2d3eb46,Patanjali Soap,Personal Care,2000,78.69,69.02,6,999,5,6,7,212.54,True,18.1,True,True
c9675ace,Surf Excel Matic,Home Cleaning,200,961.99,797.62,674,999,92,367,1006,3812.98,False,0.0,True,True
b06c2f5f,Daawat Brown Rice,Staples & Dry Goods,1000,28.1,22.81,453,10,2,414,553,14181.6,False,0.0,True,False
a2367899,Colgate Toothpaste,Personal Care,1500,428.98,400.66,693,999,93,159,721,29595.09,False,0.0,True,True
39cb767f,Aashirvaad Atta,Staples & Dry Goods,200,989.47,847.85,171,24,54,134,159,1119.56,True,16.86,True,False
b2f86e1f,Pampers Diapers,Baby & Kids,2000,1039.63,796.5,430,6,22,335,428,15667.82,False,0.0,True,False
e3caab48,Rin Detergent Powder,Home Cleaning,200,352.53,338.15,311,999,69,54,270,1329.34,True,11.3,True,True
21271845,Cello Plastic Tray,Plasticware & Storage,50,529.81,408.4,708,999,35,157,731,397.63,False,0.0,True,False
e90e14b4,Amul Kool Kesar,Beverages,50,117.99,113.56,191,24,82,11,177,177.73,True,8.74,True,True
02e24274,Amul Kool Kesar,Beverages,5000,95.39,77.36,253,13,70,118,120,14934.92,False,0.0,True,True
e154c478,Bingo Chips,Snacks & Packaged Foods,5000,326.92,276.19,651,18,44,31,631,88302.32,True,7.1,True,True
bb7af6e8,Pril Liquid,Home Cleaning,100,853.88,603.21,116,999,100,95,196,387.8,True,24.17,True,True
872cabc3,Exo Dishwash Liquid,Home Cleaning,1500,734.89,561.04,487,999,89,310,365,9000.01,True,28.68,True,False
9729aeb2,Patanjali Sugar,Staples & Dry Goods,1000,814.72,712.63,278,1,63,171,178,10659.38,True,32.91,False,False
061be9a3,Nandini Lassi,Dairy & Eggs,1000,467.2,444.17,296,1,19,34,45,11332.11,True,25.78,False,False
0b14b54c,Kurkure Chilli Chatka,Snacks & Packaged Foods,1000,818.29,708.3,672,27,72,494,787,15278.3,False,0.0,True,True
cad73460,Amul Cheese Slices,Dairy & Eggs,2000,118.65,100.43,248,14,16,170,244,10451.22,False,0.0,True,True
b6966989,Fiama Shower Gel,Personal Care,100,1070.57,935.32,708,999,8,422,742,786.06,True,27.78,True,True
7165953f,Amul Cheese Slices,Dairy & Eggs,100,699.79,478.7,377,5,30,56,99,1502.88,True,16.12,True,False
b18d70ba,Milton Lunch Box,Plasticware & Storage,100,1041.86,1012.46,418,999,107,133,436,1537.76,True,31.47,True,False
35491f21,Clinic Plus Conditioner,Personal Care,100,680.81,536.18,786,999,15,453,668,892.14,False,0.0,True,True
56114bf1,Vim Dishwash Bar,Home Cleaning,1500,1026.72,886.7,336,999,18,125,289,15509.0,True,22.47,True,False
a2475127,Aashirvaad Atta,Staples & Dry Goods,500,221.12,205.13,344,4,71,96,373,2684.89,False,0.0,True,False
5ae88294,Rin Detergent Powder,Home Cleaning,5000,646.16,574.28,675,999,100,115,157,58561.78,False,0.0,True,True
02c5c3ae,Tropicana Orange Juice,Beverages,50,886.01,732.3,425,30,51,377,651,282.37,True,31.47,True,False
e1901677,Johnson's Baby Powder,Baby & Kids,1500,756.06,602.25,58,22,70,28,61,3057.68,False,0.0,True,True
b1e9cdba,Pril Liquid,Home Cleaning,100,595.41,592.39,551,999,96,224,615,1664.77,True,39.86,True,False
b4768fb4,Unibic Cookies,Snacks & Packaged Foods,50,858.52,678.52,362,14,65,361,371,445.87,True,7.91,True,True
b2dc0d4f,Amul Kool Kesar,Beverages,5000,1114.46,927.52,136,11,9,134,239,16580.21,False,0.0,True,True
ee055baf,Milky Mist Cream,Dairy & Eggs,50,664.6,534.7,787,8,9,398,1115,520.15,False,0.0,True,True
7b428307,Baby Dove Lotion,Baby & Kids,200,1026.36,929.17,158,11,51,147,195,821.65,True,18.92,True,True
1a0f47fb,Dove Shampoo,Personal Care,200,712.42,626.28,435,999,79,41,326,3150.44,False,0.0,True,False
ef08a5f2,Dettol Surface Wipes,Home Cleaning,5000,911.55,853.78,632,999,3,551,833,98366.86,True,20.8,True,True
edc2d3db,Natureland Organic Poha,Staples & Dry Goods,1000,555.53,471.01,571,5,89,213,283,21700.12,False,0.0,False,False
b792d3a4,Pigeon Plastic Jug,Plasticware & Storage,1500,124.66,101.78,295,999,39,14,93,12306.17,False,0.0,True,True
b1356e08,Dettol Surface Wipes,Home Cleaning,50,1130.95,957.47,230,999,7,179,267,207.97,False,0.0,True,True
ac2b27e5,Haldiram's Bhujia,Snacks & Packaged Foods,50,208.82,163.05,51,9,16,21,46,51.18,False,0.0,True,False
127ff1f5,Balaji Wafers,Snacks & Packaged Foods,100,422.32,329.56,594,9,68,278,717,1523.52,True,33.93,True,True
7608f9e7,Govardhan Ghee,Dairy & Eggs,500,370.61,307.22,627,3,94,492,960,11023.31,False,0.0,True,True
96f83db7,Pampers Diapers,Baby & Kids,1000,702.56,496.89,154,14,114,91,137,2501.17,True,19.64,True,False
77b573ee,Nestle Cerelac,Baby & Kids,1000,216.32,176.47,524,25,70,110,426,13712.09,True,30.08,True,True
2c928283,Tupperware Container,Plasticware & Storage,200,263.93,214.21,185,999,106,47,207,702.56,False,0.0,True,True
8b3e4f45,Mee Mee Teether,Baby & Kids,200,914.21,817.34,377,12,32,365,716,1351.84,True,33.6,True,False
41560d48,Pampers Diapers,Baby & Kids,50,715.07,510.88,523,13,80,216,476,651.04,True,26.19,True,False
59fe9458,Lizol Surface Cleaner,Home Cleaning,50,972.25,967.42,275,999,79,176,216,346.41,True,18.11,True,False
71bfd688,Bingo Chips,Snacks & Packaged Foods,2000,983.52,694.59,339,28,42,339,466,14975.57,False,0.0,True,True
3a9866dc,Rin Detergent Powder,Home Cleaning,200,86.04,66.61,566,999,116,346,403,2330.25,False,0.0,True,False
aa67ce85,Pampers Diapers,Baby & Kids,500,324.94,288.27,172,15,86,75,236,2432.46,True,12.5,True,True
7fe5fb51,Cello Water Bottle,Plasticware & Storage,1500,386.08,252.74,153,999,32,144,213,3446.51,True,28.7,True,True
eeb8d0fa,Joy Home Jars,Plasticware & Storage,1000,845.51,687.3,143,999,7,56,161,5095.33,True,5.93,True,True
6d144a5a,NestFresh Eggs,Dairy & Eggs,2000,13.86,11.51,492,15,74,0,230,32907.43,False,0.0,True,True
28700cbf,Organic Tattva Besan,Staples & Dry Goods,500,49.7,37.78,380,5,16,157,199,2788.31,False,0.0,True,True
7031de82,Sunfeast Dark Fantasy,Snacks & Packaged Foods,100,650.43,505.87,215,26,36,38,129,648.56,True,16.2,True,False
da7de614,Red Bull,Beverages,50,546.31,426.65,203,30,19,147,237,261.69,False,0.0,True,True
9f5356fc,Domex Disinfectant,Home Cleaning,5000,1121.77,804.92,600,999,50,48,642,111605.97,True,16.0,True,False
1eeb8ae0,Mother Sparsh Wipes,Baby & Kids,5000,847.06,634.15,753,30,35,679,833,44219.53,False,0.0,True,False
0b3fb241,Daawat Brown Rice,Staples & Dry Goods,200,410.1,389.15,747,3,23,547,1225,1897.39,True,12.43,False,False
904e6c85,Govardhan Ghee,Dairy & Eggs,100,517.95,371.71,539,18,52,171,331,1838.24,False,0.0,True,True
494bc7a9,Too Yumm Chips,Snacks & Packaged Foods,1500,866.39,620.32,257,27,98,244,330,13298.14,True,35.23,True,True
3c14195d,Britannia Rusk,Snacks & Packaged Foods,200,582.56,471.69,120,8,89,38,67,313.42,False,0.0,True,False
80493a47,Amul Cheese Slices,Dairy & Eggs,50,662.06,547.38,108,16,40,63,139,175.64,True,12.72,True,True
18dec0f6,Fiama Shower Gel,Personal Care,50,728.96,506.87,434,999,94,167,458,801.73,False,0.0,True,False
21cc20ee,Colgate Toothpaste,Personal Care,200,1008.11,801.81,332,999,88,269,427,912.66,True,21.22,True,False
3f2c707a,Red Bull,Beverages,1500,436.35,354.68,740,9,61,362,991,32436.54,False,0.0,True,True
7583d44c,24 Mantra Organic Chana,Staples & Dry Goods,100,88.18,79.54,753,22,33,51,225,2647.3,True,23.87,True,True
4397d85e,Prince Storage Box,Plasticware & Storage,100,815.19,747.4,430,999,85,315,427,471.43,False,0.0,True,True
4487fb62,HomePuff Tiffin Box,Plasticware & Storage,500,995.93,831.73,13,999,38,11,13,162.27,False,0.0,True,True
23898779,Cello Plastic Tray,Plasticware & Storage,100,283.25,193.53,771,999,94,716,756,956.96,False,0.0,True,False
14fbe5fc,Clinic Plus Conditioner,Personal Care,50,1024.98,1023.27,413,999,21,95,496,215.56,False,0.0,True,False
fb3f21cc,Balaji Wafers,Snacks & Packaged Foods,1500,837.87,794.2,182,11,111,0,112,5023.67,True,35.73,True,True
75eb3e48,Coca-Cola 1.25L,Beverages,5000,209.85,183.04,108,9,36,23,59,7303.57,False,0.0,True,False
7cf77d2f,Nilkamal Drawer,Plasticware & Storage,2000,554.18,411.12,529,999,21,514,883,21414.11,True,14.97,True,True
96f34821,Mee Mee Teether,Baby & Kids,1500,1004.73,822.39,726,27,5,419,1100,16698.97,True,23.83,True,True
f22d285b,Heritage Paneer,Dairy & Eggs,200,733.52,638.11,451,6,97,386,734,3484.02,True,29.1,True,False
561915ad,Tupperware Container,Plasticware & Storage,50,53.97,37.97,414,999,94,327,610,502.81,True,7.37,True,False
2ec06544,Dove Shampoo,Personal Care,100,790.24,653.88,375,999,73,42,61,1376.95,False,0.0,True,False
7e682510,Natureland Organic Poha,Staples & Dry Goods,200,580.37,514.1,301,20,100,55,343,1848.78,True,6.8,True,False
0b6ab497,Tropicana Orange Juice,Beverages,200,133.27,133.0,246,5,120,155,381,1928.91,False,0.0,False,True
41b5b032,Coca-Cola 1.25L,Beverages,50,797.14,624.12,391,3,10,192,576,288.09,True,26.94,False,True
31c4d1da,Colgate Toothpaste,Personal Care,2000,1190.6,974.24,113,999,3,59,133,9007.35,True,24.17,True,False
500ec263,Pepsi Can,Beverages,200,534.09,420.15,22,25,105,15,26,136.62,True,21.97,True,True
cc2106fd,Clinic Plus Conditioner,Personal Care,5000,1068.38,763.17,183,999,90,95,97,19515.56,False,0.0,True,True
7806c3f5,Britannia Rusk,Snacks & Packaged Foods,1500,88.35,79.81,516,26,73,129,322,25391.89,False,0.0,True,True
972c8571,Himalaya Face Wash,Personal Care,2000,944.05,870.3,730,999,99,227,294,19520.61,False,0.0,True,True
64b0e0e4,Milton Lunch Box,Plasticware & Storage,5000,795.65,663.63,250,999,86,167,191,46998.09,False,0.0,True,False
b6736048,Sensodyne Toothpaste,Personal Care,5000,25.77,20.14,59,999,93,40,71,8584.17,True,32.03,True,True
ca6107bd,Milky Mist Cream,Dairy & Eggs,1500,263.81,248.02,174,10,105,13,177,8842.19,True,11.13,True,False
8af48a94,Dynamix Milk,Dairy & Eggs,200,634.06,453.24,715,22,96,681,880,1495.46,True,15.53,True,True
84404f1e,Pepsi Can,Beverages,1500,684.04,565.21,343,28,45,311,568,19100.31,False,0.0,True,False
cee37c2d,Tide Detergent,Home Cleaning,2000,559.07,466.45,32,999,83,29,45,1952.67,False,0.0,True,False
851501cd,Appy Fizz,Beverages,50,692.78,507.99,223,2,80,192,374,160.94,False,0.0,False,False
9d6ce659,Parle-G Biscuits,Snacks & Packaged Foods,500,94.6,88.54,347,18,38,82,314,6428.05,False,0.0,True,False
ab3692d9,Prince Storage Box,Plasticware & Storage,2000,937.73,683.64,668,999,56,384,468,29622.8,True,20.21,True,True
90c6acb0,Amul Milk,Dairy & Eggs,1000,567.01,539.77,695,23,81,218,807,11369.01,False,0.0,True,True
2754ee31,Patanjali Soap,Personal Care,200,225.64,159.81,39,999,117,12,17,253.32,True,13.6,True,True
0bcb8c93,Govardhan Ghee,Dairy & Eggs,2000,383.37,315.33,651,8,76,488,587,19999.77,True,30.63,True,False
bde0534d,Bingo Chips,Snacks & Packaged Foods,50,530.56,473.02,785,27,69,766,1262,806.95,True,36.59,True,True
9a8f683d,Saffola Oats,Staples & Dry Goods,1000,251.6,214.81,25,4,9,2,10,555.7,True,5.77,False,False
89fb5318,Natureland Organic Poha,Staples & Dry Goods,50,964.8,890.77,185,11,95,136,218,308.16,False,0.0,True,False
54c84564,Saffola Oats,Staples & Dry Goods,50,955.55,794.26,382,16,43,155,244,258.61,True,32.83,True,False
5938efc9,Sensodyne Toothpaste,Personal Care,50,566.92,457.9,19,999,106,11,15,24.04,True,28.17,True,True
d134ea8b,NestFresh Eggs,Dairy & Eggs,2000,235.0,179.74,88,20,69,83,171,6860.14,True,8.88,True,True
f88ae062,Rajdhani Sooji,Staples & Dry Goods,5000,24.92,20.72,728,2,61,54,167,48198.82,False,0.0,False,False
370abb92,Himalaya Face Wash,Personal Care,5000,950.42,784.16,234,999,94,31,148,30988.79,True,12.58,True,False
495c9764,Vim Dishwash Bar,Home Cleaning,500,355.53,256.74,66,999,21,23,53,653.97,False,0.0,True,False
21027a8f,Kurkure Chilli Chatka,Snacks & Packaged Foods,500,901.4,801.25,644,18,90,68,87,12384.1,False,0.0,True,True
f0658208,Cello Water Bottle,Plasticware & Storage,1500,1183.5,1082.31,158,999,90,107,141,8983.9,True,24.42,True,False
175908ea,24 Mantra Organic Chana,Staples & Dry Goods,1000,711.28,497.24,788,6,119,704,1111,26779.99,False,0.0,True,False
34c79037,Dove Shampoo,Personal Care,1000,1088.9,989.65,115,999,12,110,207,1218.98,False,0.0,True,False
075ebca0,Lizol Surface Cleaner,Home Cleaning,100,746.47,537.71,189,999,41,184,200,301.11,True,36.11,True,False
7cac7ead,Bingo Chips,Snacks & Packaged Foods,2000,1054.12,806.64,765,6,51,740,1074,56904.53,True,35.67,True,False
9184922b,Tropicana Orange Juice,Beverages,500,734.48,570.63,628,9,66,460,477,7046.26,False,0.0,True,False
ac095429,Nivea Deodorant,Personal Care,1500,489.0,329.53,225,999,95,199,247,12336.6,False,0.0,True,False
710fee70,Mother Dairy Curd,Dairy & Eggs,200,1131.29,916.32,634,7,83,327,676,1503.25,True,9.89,True,True
c6881e44,Lay's Salted,Snacks & Packaged Foods,500,163.22,123.73,797,25,32,369,563,8996.29,True,11.12,True,False
1884fce1,HomePuff Tiffin Box,Plasticware & Storage,200,772.58,635.57,365,999,2,201,405,2405.55,True,28.24,True,False
b81d32dc,Rajdhani Sooji,Staples & Dry Goods,5000,1146.24,987.8,602,10,76,420,982,88104.64,True,28.78,True,True
d85f7ca0,Dettol Surface Wipes,Home Cleaning,2000,620.28,403.22,657,999,48,59,595,26700.01,True,12.71,True,True
517dd38c,Daawat Brown Rice,Staples & Dry Goods,50,695.88,480.05,206,12,73,178,339,296.79,True,33.7,True,False
26b2d5b8,Parle-G Biscuits,Snacks & Packaged Foods,5000,766.42,554.7,798,25,107,537,1144,63642.06,False,0.0,True,True
da0fadae,Dettol Surface Wipes,Home Cleaning,100,733.26,510.46,21,999,30,20,20,79.96,False,0.0,True,False
a909b18f,Rin Detergent Powder,Home Cleaning,1500,494.55,404.09,469,999,73,118,173,24643.56,True,25.13,True,False
331642ad,Aavin Butter,Dairy & Eggs,5000,760.77,691.04,276,11,39,233,323,45029.44,True,17.73,True,False
0f4cb462,24 Mantra Organic Chana,Staples & Dry Goods,2000,942.72,721.88,590,7,13,13,402,23084.91,True,27.99,True,False
d33a2d58,Pigeon Plastic Jug,Plasticware & Storage,1000,374.4,255.59,733,999,106,498,706,14087.43,True,13.12,True,False
415fed74,Rin Detergent Powder,Home Cleaning,500,522.56,412.86,446,999,99,205,495,5914.64,False,0.0,True,True
0cbdd46a,Patanjali Soap,Personal Care,500,121.96,112.98,173,999,17,88,178,1270.35,True,30.74,True,True
3ea10f9b,Daawat Brown Rice,Staples & Dry Goods,50,586.3,488.38,504,13,74,153,643,427.49,True,23.63,True,False
9007e031,Surf Excel Matic,Home Cleaning,100,505.8,409.24,496,999,37,458,706,1185.78,True,22.46,True,True
cdbac59d,Lizol Surface Cleaner,Home Cleaning,5000,88.92,86.34,113,999,72,103,104,14983.02,False,0.0,True,False
88ff5ad5,Aavin Butter,Dairy & Eggs,50,783.5,697.26,655,28,27,260,550,681.78,True,18.91,True,False
22d9342b,Pril Liquid,Home Cleaning,200,426.7,419.87,250,999,59,105,239,1321.33,False,0.0,True,False
1e8a2f0b,Appy Fizz,Beverages,1000,422.94,279.4,520,4,54,504,740,5856.98,False,0.0,True,True
fc076cf8,Paper Boat Jaljeera,Beverages,5000,791.21,672.36,73,26,81,55,101,9717.7,False,0.0,True,False
9f8a355a,Milky Mist Cream,Dairy & Eggs,1000,412.18,366.07,37,23,77,36,49,534.7,True,30.11,True,True
a327ea66,Balaji Wafers,Snacks & Packaged Foods,2000,541.58,495.04,372,21,47,9,247,13618.36,False,0.0,True,False
95eb1453,Sunfeast Dark Fantasy,Snacks & Packaged Foods,1500,273.24,206.32,570,18,120,103,304,25554.04,False,0.0,True,False
72a585f7,Mother Dairy Curd,Dairy & Eggs,50,25.63,17.19,710,14,23,144,212,370.41,True,39.13,True,False
7acd29f0,NestFresh Eggs,Dairy & Eggs,2000,824.63,737.03,448,9,55,239,609,35527.72,True,16.65,True,True
b6621f7a,Lay's Salted,Snacks & Packaged Foods,1000,1134.4,1072.19,352,19,4,6,211,13032.39,False,0.0,True,False
02db61fa,Organic Tattva Besan,Staples & Dry Goods,5000,724.09,666.02,278,7,81,103,334,33750.19,True,27.26,True,True
6d985245,Rajdhani Sooji,Staples & Dry Goods,2000,836.43,606.24,518,2,19,496,496,41117.94,True,36.98,True,False
8da86db9,Kurkure Chilli Chatka,Snacks & Packaged Foods,200,596.65,393.48,444,27,108,118,315,1760.61,True,26.48,True,False
fc59bb65,Haldiram's Bhujia,Snacks & Packaged Foods,500,157.85,135.54,170,19,114,28,71,851.43,True,27.93,True,True
0d8b7247,Dove Shampoo,Personal Care,1000,927.43,760.6,81,999,54,11,54,2181.28,False,0.0,True,True
359beaa7,Clinic Plus Conditioner,Personal Care,50,303.01,300.1,48,999,48,20,26,40.22,True,30.2,True,True
55abade1,Saffola Oats,Staples & Dry Goods,2000,940.39,630.16,141,28,4,51,145,6921.09,True,19.53,True,True
09cd4f7f,Milton Lunch Box,Plasticware & Storage,200,692.8,631.64,21,999,27,19,28,62.82,False,0.0,True,False
7be02ab4,Pigeon Feeding Bottle,Baby & Kids,100,289.33,234.49,500,26,82,237,464,1759.47,False,0.0,True,True
b10c76a3,Cello Plastic Tray,Plasticware & Storage,200,300.86,226.72,157,999,44,89,210,950.03,False,0.0,True,True
50a005a7,Domex Disinfectant,Home Cleaning,1000,844.06,621.02,136,999,62,136,216,3575.24,True,6.96,True,False
c61d76a8,Govardhan Ghee,Dairy & Eggs,1500,1119.28,1003.43,674,14,65,363,812,40259.84,False,0.0,True,False
ea1e9edf,Mother Sparsh Wipes,Baby & Kids,1500,488.62,479.53,344,16,77,92,263,17459.83,False,0.0,True,False
a35ad4e6,NestFresh Eggs,Dairy & Eggs,1500,486.53,398.36,739,4,10,735,1442,41790.26,False,0.0,True,False
784fbd02,Sensodyne Toothpaste,Personal Care,500,740.58,523.74,99,999,58,43,96,1410.86,False,0.0,True,False
71765abc,Natureland Organic Poha,Staples & Dry Goods,50,825.17,577.05,205,28,105,58,105,124.22,True,17.98,True,True
567430cc,Appy Fizz,Beverages,100,577.84,555.9,648,11,49,326,412,1040.36,False,0.0,True,True
756ab69b,Dettol Surface Wipes,Home Cleaning,2000,250.85,227.76,596,999,99,424,525,44487.57,True,31.74,True,False
ef6445ce,Fiama Shower Gel,Personal Care,1000,140.51,102.37,711,999,96,694,1319,14862.89,True,5.21,True,True
86b39473,Dettol Surface Wipes,Home Cleaning,1500,761.1,743.0,217,999,73,130,264,7722.18,True,23.03,True,True
